city,state_id,state_name,lat,lng,population,id
Toledo,OH,Ohio,41.6639,-83.5822,482111,1840000572
Staten Island,NY,New York,40.5834,-74.1496,476143,1840034032
Des Moines,IA,Iowa,41.5725,-93.6105,473957,1840007069
Long Beach,CA,California,33.7981,-118.1675,462628,1840020490
Port St. Lucie,FL,Florida,27.2796,-80.3883,461152,1840015119
Denton,TX,Texas,33.2176,-97.1419,457177,1840019390
Madison,WI,Wisconsin,43.0826,-89.3931,447245,1840002915
Reno,NV,Nevada,39.5497,-119.8483,445020,1840020121
Harrisburg,PA,Pennsylvania,40.2752,-76.8843,442289,1840001288
Little Rock,AR,Arkansas,34.7256,-92.3576,439815,1840015509
Oakland,CA,California,37.7903,-122.2165,433031,1840020296
Durham,NC,North Carolina,35.9794,-78.9031,424700,1840013364
Winston-Salem,NC,North Carolina,36.1029,-80.2611,422269,1840015324
Bonita Springs,FL,Florida,26.3559,-81.7861,421291,1840014227
Indio,CA,California,33.7346,-116.2346,417059,1840019304
Palm Coast,FL,Florida,29.5392,-81.246,417007,1840015064
Chattanooga,TN,Tennessee,35.0657,-85.2488,415501,1840014569
Spokane,WA,Washington,47.6671,-117.433,412275,1840021093
Syracuse,NY,New York,43.0409,-76.1438,404223,1840000378
Lancaster,PA,Pennsylvania,40.0421,-76.3012,401524,1840003718
Arlington,TX,Texas,32.6998,-97.125,398854,1840019422
Stockton,CA,California,37.9765,-121.3109,397264,1840021517
Poughkeepsie,NY,New York,41.6949,-73.921,394760,1840000500
Augusta,GA,Georgia,33.3645,-82.0708,390809,1840029462
Boise,ID,Idaho,43.6007,-116.2312,389280,1840027142
Oxnard,CA,California,34.1963,-119.1815,387647,1840020474
Scranton,PA,Pennsylvania,41.4044,-75.6649,384250,1840003389
Modesto,CA,California,37.6374,-121.0028,383134,1840020287
Kissimmee,FL,Florida,28.3042,-81.4164,382720,1840015109
Aurora,CO,Colorado,39.7087,-104.7273,379289,1840018794
Youngstown,OH,Ohio,41.0993,-80.6463,378732,1840003563
Fayetteville,AR,Arkansas,36.0713,-94.166,351246,1840013368
Anaheim,CA,California,33.839,-117.8572,350365,1840019322
Pensacola,FL,Florida,30.4427,-87.1886,346921,1840015005
Victorville,CA,California,34.5277,-117.3536,346789,1840021731
Lancaster,CA,California,34.6935,-118.1753,343304,1840020516
Greensboro,NC,North Carolina,36.0956,-79.8269,343090,1840013356
Corpus Christi,TX,Texas,27.726,-97.3755,342464,1840019718
Fort Wayne,IN,Indiana,41.0886,-85.1437,334122,1840008261
Santa Ana,CA,California,33.7366,-117.8819,332318,1840021964
Flint,MI,Michigan,43.0235,-83.6922,332190,1840002949
Fayetteville,NC,North Carolina,35.0846,-78.9776,327435,1840013490
Jackson,MS,Mississippi,32.3163,-90.2124,325350,1840014895
Santa Rosa,CA,California,38.4458,-122.7067,324634,1840021488
Lansing,MI,Michigan,42.7142,-84.5601,324286,1840003102
San Juan,PR,Puerto Rico,18.4037,-66.0636,323279,1630035577
Lexington,KY,Kentucky,38.0423,-84.4587,323152,1840015211
Ann Arbor,MI,Michigan,42.2755,-83.7312,322267,1840003172
Henderson,NV,Nevada,36.0133,-115.038,320189,1840020361
Huntsville,AL,Alabama,34.6988,-86.6412,319249,1840005061
Mobile,AL,Alabama,30.6783,-88.1162,315502,1840006009
Fort Collins,CO,Colorado,40.5478,-105.0656,312666,1840020151
Asheville,NC,North Carolina,35.5704,-82.5536,312507,1840013411
Santa Clarita,CA,California,34.4175,-118.4964,312446,1840021864
St. Paul,MN,Minnesota,44.9477,-93.104,308096,1840008940
Antioch,CA,California,37.9789,-121.7958,302419,1840018903
Lakeland,FL,Florida,28.0556,-81.9545,302284,1840015108
Trenton,NJ,New Jersey,40.2236,-74.7641,290716,1840001383
Lincoln,NE,Nebraska,40.809,-96.6788,289490,1840009357
Springfield,MO,Missouri,37.1943,-93.2916,288090,1840009904
Anchorage,AK,Alaska,61.1508,-149.1091,288000,1840023385
Plano,TX,Texas,33.0502,-96.7487,287677,1840020662
Irvine,CA,California,33.6772,-117.7738,287401,1840019325
Davenport,IA,Iowa,41.5563,-90.6052,285362,1840007081
Rockford,IL,Illinois,42.2597,-89.0641,282762,1840009132
Newark,NJ,New Jersey,40.7245,-74.1725,282011,1840002791
South Bend,IN,Indiana,41.6767,-86.2696,280498,1840009241
Shreveport,LA,Louisiana,32.4656,-93.7956,280062,1840015768
Round Lake Beach,IL,Illinois,42.379,-88.0811,279381,1840011171
Savannah,GA,Georgia,32.0281,-81.1784,276295,1840015830
Myrtle Beach,SC,South Carolina,33.7096,-78.8843,275579,1840014717
Chula Vista,CA,California,32.6281,-117.0145,274492,1840019350
Eugene,OR,Oregon,44.0563,-123.1173,273439,1840020007
Canton,OH,Ohio,40.8075,-81.3677,269418,1840000963
Lubbock,TX,Texas,33.5659,-101.8878,267648,1840020604
Reading,PA,Pennsylvania,40.34,-75.9267,267155,1840001185
Winter Haven,FL,Florida,28.0118,-81.7017,267069,1840015970
Salem,OR,Oregon,44.9231,-123.0246,266804,1840021224
St. Petersburg,FL,Florida,27.7931,-82.6652,265351,1840015977
Lafayette,LA,Louisiana,30.2084,-92.0323,264357,1840015044
Laredo,TX,Texas,27.5629,-99.4875,262491,1840021002
Jersey City,NJ,New Jersey,40.7161,-74.0682,262075,1840003600
Concord,NC,North Carolina,35.3933,-80.6366,261801,1840014559
Columbus,GA,Georgia,32.51,-84.8771,261445,1840014887
Chandler,AZ,Arizona,33.2826,-111.8516,261165,1840019309
McKinney,TX,Texas,33.2015,-96.6669,258277,1840020657
Scottsdale,AZ,Arizona,33.6872,-111.8651,258069,1840021940
Killeen,TX,Texas,31.0754,-97.7296,258009,1840020854
Tallahassee,FL,Florida,30.4551,-84.2526,257601,1840015913
Peoria,IL,Illinois,40.752,-89.6153,256286,1840009373
Wilmington,NC,North Carolina,34.21,-77.8866,255616,1840015576
Montgomery,AL,Alabama,32.3473,-86.2666,254634,1840008353
Gilbert,AZ,Arizona,33.3101,-111.7463,254114,1840021947
Glendale,AZ,Arizona,33.5791,-112.2311,252381,1840020563
North Las Vegas,NV,Nevada,36.288,-115.0901,251974,1840020363
Chesapeake,VA,Virginia,36.6778,-76.3024,244835,1840003874
Barnstable,MA,Massachusetts,41.6722,-70.3599,242847,1840031233
Norfolk,VA,Virginia,36.8945,-76.259,242742,1840003869
Fremont,CA,California,37.5265,-121.9852,241110,1840020292
Kennewick,WA,Washington,46.1978,-119.1732,240735,1840018481
Garland,TX,Texas,32.91,-96.6305,239928,1840020707
Irving,TX,Texas,32.8584,-96.9702,239798,1840019438
Visalia,CA,California,36.3276,-119.3269,237386,1840021639
Atlantic City,NJ,New Jersey,39.3797,-74.4527,237054,1840003798
Paradise,NV,Nevada,36.0807,-115.1369,235087,1840033743
Nashua,NH,New Hampshire,42.7491,-71.491,233917,1840002984
Arlington,VA,Virginia,38.8786,-77.1011,233464,1840006112
Hialeah,FL,Florida,25.8696,-80.3046,233339,1840015157
York,PA,Pennsylvania,39.9651,-76.7315,233184,1840001472
Evansville,IN,Indiana,37.9881,-87.5341,230427,1840013730
Avondale,AZ,Arizona,33.3858,-112.3236,227289,1840019310
Brownsville,TX,Texas,25.998,-97.4565,227239,1840019743
Gulfport,MS,Mississippi,30.4271,-89.0703,220987,1840013947
Appleton,WI,Wisconsin,44.2779,-88.3891,220570,1840002400
Bremerton,WA,Washington,47.5436,-122.7122,218400,1840018410
Hickory,NC,North Carolina,35.7425,-81.323,218323,1840014524
Tacoma,WA,Washington,47.2431,-122.4531,217827,1840021129
San Bernardino,CA,California,34.1417,-117.2946,215784,1840021728
College Station,TX,Texas,30.5852,-96.296,215243,1840019570
Kalamazoo,MI,Michigan,42.2749,-85.5882,215193,1840003185
Thousand Oaks,CA,California,34.1914,-118.8755,215029,1840021844
Roanoke,VA,Virginia,37.2785,-79.958,214674,1840003858
Fontana,CA,California,34.0968,-117.4599,214547,1840020402
Moreno Valley,CA,California,33.9244,-117.2045,213055,1840020552
North Port,FL,Florida,27.0577,-82.1975,209070,1840015120
Fargo,ND,North Dakota,46.8652,-96.8292,208675,1840000177
Green Bay,WI,Wisconsin,44.515,-87.9896,207557,1840002344
Spring Valley,NV,Nevada,36.0987,-115.2619,207127,1840033832
Amarillo,TX,Texas,35.1988,-101.8311,205603,1840019156
Portland,ME,Maine,43.6773,-70.2715,203969,1840000327
Santa Barbara,CA,California,34.4285,-119.7202,202401,1840021829
Gainesville,FL,Florida,29.6804,-82.3458,202335,1840014022
Olympia,WA,Washington,47.0417,-122.8959,200915,1840019865
Frisco,TX,Texas,33.1555,-96.8215,200490,1840020654
Yonkers,NY,New York,40.9466,-73.8674,200370,1840003478
Norwich,CT,Connecticut,41.5495,-72.0882,200289,1840004828
Glendale,CA,California,34.1818,-118.2468,199303,1840020483
Huntington Beach,CA,California,33.696,-118.0025,199223,1840020578
Deltona,FL,Florida,28.905,-81.2137,198361,1840015072
Aurora,IL,Illinois,41.7637,-88.2901,197757,1840007034
Tempe,AZ,Arizona,33.3881,-111.9318,195805,1840021942
Overland Park,KS,Kansas,38.887,-94.687,195494,1840003834
Grand Prairie,TX,Texas,32.6872,-97.0209,194543,1840020709
Sunrise Manor,NV,Nevada,36.1785,-115.049,193781,1840033833
Waco,TX,Texas,31.5598,-97.1881,192315,1840022140
Salinas,CA,California,36.6884,-121.6317,190972,1840021632
Waterbury,CT,Connecticut,41.5583,-73.0361,189614,1840004851
Clarksville,TN,Tennessee,36.5695,-87.342,188746,1840014421
Cedar Rapids,IA,Iowa,41.9665,-91.6782,188038,1840000471
Sioux Falls,SD,South Dakota,43.5397,-96.732,187239,1840002648
Huntington,WV,West Virginia,38.4109,-82.4344,186034,1840006211
Ontario,CA,California,34.0393,-117.6064,185010,1840020410
Hagerstown,MD,Maryland,39.6401,-77.7217,184755,1840005613
Erie,PA,Pennsylvania,42.1168,-80.0733,184484,1840000478
Vancouver,WA,Washington,45.6366,-122.5967,184463,1840021189
Nampa,ID,Idaho,43.5845,-116.5631,184428,1840020041
Spartanburg,SC,South Carolina,34.9437,-81.9257,182701,1840015482
Gastonia,NC,North Carolina,35.2494,-81.1853,182581,1840013468
Fort Lauderdale,FL,Florida,26.1412,-80.1464,182437,1840014236
Lorain,OH,Ohio,41.4409,-82.184,180279,1840000644
Murfreesboro,TN,Tennessee,35.8492,-86.4119,179951,1840014495
High Point,NC,North Carolina,35.9907,-79.9938,179913,1840014479
Newport News,VA,Virginia,37.1051,-76.5185,179225,1840003862
Rancho Cucamonga,CA,California,34.1248,-117.5666,177603,1840020411
Hemet,CA,California,33.7341,-116.9969,177253,1840020550
Santa Cruz,CA,California,36.9789,-122.0346,176428,1840021579
Danbury,CT,Connecticut,41.4016,-73.471,176030,1840004837
Peoria,AZ,Arizona,33.7844,-112.2989,175961,1840020567
Oceanside,CA,California,33.2247,-117.3083,175742,1840020623
Elk Grove,CA,California,38.416,-121.3842,174775,1840020245
Pembroke Pines,FL,Florida,26.0128,-80.3382,173591,1840015141
Vallejo,CA,California,38.1133,-122.2358,173256,1840021499
Garden Grove,CA,California,33.7787,-117.9601,171644,1840020577
Enterprise,NV,Nevada,36.0164,-115.2208,171108,1840033827
Medford,OR,Oregon,42.3372,-122.8537,170876,1840020076
Cary,NC,North Carolina,35.782,-78.8191,170282,1840016196
Marysville,WA,Washington,48.0809,-122.1561,170009,1840019789
Corona,CA,California,33.8616,-117.5649,169868,1840019305
Ocala,FL,Florida,29.178,-82.1511,169383,1840015067
Fredericksburg,VA,Virginia,38.2992,-77.4872,168909,1840003845
Gainesville,GA,Georgia,34.2903,-83.8301,167371,1840013612
Manchester,NH,New Hampshire,42.9848,-71.4447,162877,1840002983
Bayamón,PR,Puerto Rico,18.3793,-66.1635,161034,1630035622
Champaign,IL,Illinois,40.1144,-88.2735,159443,1840007239
Alexandria,VA,Virginia,38.8185,-77.0861,159428,1840003837
Hayward,CA,California,37.6328,-122.0772,159203,1840020293
Springfield,IL,Illinois,39.771,-89.6538,158509,1840009517
Lakewood,CO,Colorado,39.6977,-105.1168,157935,1840020198
Lafayette,IN,Indiana,40.399,-86.8594,157820,1840008354
Frederick,MD,Maryland,39.4336,-77.4141,156787,1840005710
Lake Charles,LA,Louisiana,30.2012,-93.2122,156181,1840015039
Odessa,TX,Texas,31.8831,-102.3406,155998,1840020794
Tuscaloosa,AL,Alabama,33.2348,-87.5267,155499,1840005563
Warner Robins,GA,Georgia,32.597,-83.6529,155140,1840015800
Palmdale,CA,California,34.5944,-118.1057,155079,1840020502
Hollywood,FL,Florida,26.0294,-80.1679,154817,1840015144
Midland,TX,Texas,32.0249,-102.1137,154793,1840020792
Leesburg,FL,Florida,28.7657,-81.8996,154574,1840015083
Port Arthur,TX,Texas,29.8554,-93.9264,154468,1840020919
Muskegon,MI,Michigan,43.2281,-86.2563,153565,1840002870
Macon,GA,Georgia,32.8065,-83.6974,153159,1840043455
Kansas City,KS,Kansas,39.1234,-94.7443,152960,1840001626
Sunnyvale,CA,California,37.3836,-122.0256,152703,1840021573
Pomona,CA,California,34.0585,-117.7626,151691,1840020507
Escondido,CA,California,33.1347,-117.0722,151625,1840020620
Pasadena,TX,Texas,29.6583,-95.1499,151227,1840020930
New Bedford,MA,Massachusetts,41.6697,-70.9428,149910,1840003219
Fairfield,CA,California,38.2592,-122.0324,148683,1840020253
Naperville,IL,Illinois,41.7483,-88.1657,148449,1840008143
Bellevue,WA,Washington,47.5951,-122.1535,148164,1840018417
Binghamton,NY,New York,42.1014,-75.9093,148145,1840000460
Elkhart,IN,Indiana,41.6916,-85.9628,147567,1840008187
Topeka,KS,Kansas,39.0346,-95.6955,147458,1840001621
Joliet,IL,Illinois,41.5189,-88.1499,147344,1840008192
Beaumont,TX,Texas,30.0849,-94.1451,146091,1840019612
Paterson,NJ,New Jersey,40.9147,-74.1624,145233,1840000838
Merced,CA,California,37.3057,-120.4778,145149,1840020313
Pueblo,CO,Colorado,38.2705,-104.6112,143932,1840020255
Tyler,TX,Texas,32.3184,-95.3062,143796,1840022076
Torrance,CA,California,33.8346,-118.3417,143592,1840021873
Yuma,AZ,Arizona,32.5992,-114.5488,142847,1840021998
Metairie,LA,Louisiana,29.9977,-90.178,142135,1840013994
Surprise,AZ,Arizona,33.68,-112.4524,141664,1840021941
Columbia,MO,Missouri,38.9478,-92.3256,141645,1840007391
Athens,GA,Georgia,33.9508,-83.3689,141532,1840029463
Roseville,CA,California,38.7703,-121.3196,141500,1840020233
Thornton,CO,Colorado,39.9197,-104.9438,141464,1840021422
Miramar,FL,Florida,25.9773,-80.3351,141191,1840015137
Pasadena,CA,California,34.1597,-118.139,141029,1840020505
Mesquite,TX,Texas,32.7623,-96.5889,140937,1840020713
Olathe,KS,Kansas,38.8832,-94.8198,140545,1840003833
Santa Maria,CA,California,34.9334,-120.4432,140545,1840021830
Houma,LA,Louisiana,29.5799,-90.7058,140469,1840015063
Carrollton,TX,Texas,32.989,-96.8999,139248,1840019436
Grand Junction,CO,Colorado,39.0876,-108.5673,139143,1840020230
Charleston,WV,West Virginia,38.3484,-81.6323,138706,1840006196
Orange,CA,California,33.8038,-117.8218,138669,1840020582
Fullerton,CA,California,33.8841,-117.9279,138632,1840020576
Greeley,CO,Colorado,40.4151,-104.7706,137810,1840020149
Carolina,PR,Puerto Rico,18.4054,-65.9792,136771,1630035637
Las Cruces,NM,New Mexico,32.3265,-106.7892,136254,1840020683
Panama City,FL,Florida,30.1995,-85.6004,136133,1840015034
Harlingen,TX,Texas,26.1917,-97.6976,136037,1840021036
West Valley City,UT,Utah,40.6889,-112.0115,135248,1840021389
Hampton,VA,Virginia,37.0551,-76.363,134510,1840003866
Warren,MI,Michigan,42.4934,-83.027,133943,1840002418
Mauldin,SC,South Carolina,34.7849,-82.3005,133872,1840015476
Bloomington,IL,Illinois,40.4757,-88.9703,133846,1840007207
Coral Springs,FL,Florida,26.2702,-80.2591,133759,1840015134
Round Rock,TX,Texas,30.5254,-97.666,133372,1840020879
Yakima,WA,Washington,46.5923,-120.5496,133191,1840021154
Sterling Heights,MI,Michigan,42.5809,-83.0305,132438,1840003094
Kent,WA,Washington,47.3887,-122.2129,132319,1840018424
Burlington,NC,North Carolina,36.0758,-79.4686,131043,1840013362
Bellingham,WA,Washington,48.7543,-122.4687,130641,1840018346
Santa Clara,CA,California,37.3645,-121.968,130365,1840021571
Racine,WI,Wisconsin,42.7274,-87.8135,130142,1840002493
Greenville,NC,North Carolina,35.5956,-77.3768,130118,1840013407
Stamford,CT,Connecticut,41.1035,-73.5583,129638,1840004841
Elizabeth,NJ,New Jersey,40.6657,-74.1912,129216,1840003613
Johnson City,TN,Tennessee,36.3406,-82.3803,127571,1840014462
Lynchburg,VA,Virginia,37.4003,-79.1909,126814,1840003855
Simi Valley,CA,California,34.2663,-118.749,126589,1840021843
Fort Smith,AR,Arkansas,35.3493,-94.3695,125354,1840013456
Kenosha,WI,Wisconsin,42.5864,-87.8765,124972,1840003160
Norman,OK,Oklahoma,35.2335,-97.3471,124880,1840020451
South Lyon,MI,Michigan,42.4614,-83.6526,124694,1840002432
Boulder,CO,Colorado,40.0249,-105.2523,124345,1840018774
Abilene,TX,Texas,32.4543,-99.7384,123420,1840019476
Lehigh Acres,FL,Florida,26.612,-81.6388,123378,1840014220
Pearland,TX,Texas,29.5585,-95.3215,122460,1840020979
Berkeley,CA,California,37.8723,-122.276,121363,1840018914
Richardson,TX,Texas,32.9717,-96.7093,121323,1840020710
Redding,CA,California,40.5698,-122.365,121313,1840020141
Arvada,CO,Colorado,39.8321,-105.1511,121272,1840018788
East Los Angeles,CA,California,34.0326,-118.1691,121187,1840019206
St. George,UT,Utah,37.077,-113.577,120899,1840021559
Billings,MT,Montana,45.7891,-108.5524,120728,1840018496
Yuba City,CA,California,39.1357,-121.6381,120456,1840021463
Rochester,MN,Minnesota,44.0151,-92.4778,119942,1840008987
Leominster,MA,Massachusetts,42.5209,-71.7717,119690,1840000437
Kingsport,TN,Tennessee,36.5224,-82.5453,119666,1840014425
Duluth,MN,Minnesota,46.7756,-92.1392,119476,1840007685
Rock Hill,SC,South Carolina,34.9416,-81.0244,119105,1840014618
Gilroy,CA,California,37.0047,-121.5855,118993,1840020327
Cambridge,MA,Massachusetts,42.3759,-71.1185,118927,1840000429
Sugar Land,TX,Texas,29.5935,-95.6357,118488,1840022217
Texas City,TX,Texas,29.4128,-94.9658,118169,1840022234
Iowa City,IA,Iowa,41.6559,-91.5303,118041,1840000532
Saginaw,MI,Michigan,43.4199,-83.9501,117958,1840002813
Chico,CA,California,39.7575,-121.8152,117668,1840018778
Dover,DE,Delaware,39.161,-75.5203,117282,1840005810
Clearwater,FL,Florida,27.9789,-82.7622,116946,1840015110
Coeur d'Alene,ID,Idaho,47.7041,-116.7935,116834,1840018402
Seaside,CA,California,36.6224,-121.8191,116720,1840021634
Independence,MO,Missouri,39.0871,-94.3501,116672,1840008534
West Jordan,UT,Utah,40.6024,-112.0008,116480,1840021388
Brandon,FL,Florida,27.9367,-82.3,115911,1840014151
Bloomington,IN,Indiana,39.1637,-86.5257,115884,1840007376
El Monte,CA,California,34.0739,-118.0291,115487,1840020480
North Charleston,SC,South Carolina,32.9066,-80.0722,115382,1840015164
Carlsbad,CA,California,33.1247,-117.2837,115382,1840019352
St. Cloud,MN,Minnesota,45.5339,-94.1718,115028,1840008881
Temecula,CA,California,33.4928,-117.1315,114761,1840021937
Clovis,CA,California,36.8278,-119.6831,114584,1840018944
Meridian,ID,Idaho,43.6112,-116.3968,114161,1840020046
The Woodlands,TX,Texas,30.1738,-95.5134,113819,1840019585
Ponce,PR,Puerto Rico,18.012,-66.6198,113401,1630023669
Westminster,CO,Colorado,39.8837,-105.0624,113166,1840021423
Costa Mesa,CA,California,33.6667,-117.9135,113003,1840019326
Monroe,LA,Louisiana,32.5183,-92.0774,112891,1840014881
Utica,NY,New York,43.0961,-75.226,112650,1840002746
Pompano Beach,FL,Florida,26.2428,-80.1312,112118,1840015143
West Palm Beach,FL,Florida,26.7468,-80.1316,111955,1840015993
Waterloo,IA,Iowa,42.492,-92.3522,111631,1840000440
Everett,WA,Washington,47.9525,-122.1669,111475,1840019785
El Centro,CA,California,32.7867,-115.5586,111425,1840020630
Santa Fe,NM,New Mexico,35.6619,-105.9819,111269,1840021707
Downey,CA,California,33.9379,-118.1312,111126,1840019245
Spring Hill,FL,Florida,28.4797,-82.53,111076,1840014105
Lowell,MA,Massachusetts,42.6389,-71.3217,110997,1840000426
Centennial,CO,Colorado,39.5926,-104.8674,110937,1840018792
Elgin,IL,Illinois,42.0385,-88.3229,110849,1840008134
Richmond,CA,California,37.9477,-122.339,110567,1840020277
Broken Arrow,OK,Oklahoma,36.0365,-95.7809,110198,1840019059
Miami Gardens,FL,Florida,25.9433,-80.2426,110001,1840015151
Bend,OR,Oregon,44.0562,-121.3087,109802,1840018618
Burlington,VT,Vermont,44.4877,-73.2314,109763,1840002310
Jurupa Valley,CA,California,34.001,-117.4705,109527,1840043419
Sandy Springs,GA,Georgia,33.9366,-84.3703,109452,1840015609
Gresham,OR,Oregon,45.5023,-122.4413,109381,1840019939
Lewisville,TX,Texas,33.0452,-96.9823,109212,1840020639
Hillsboro,OR,Oregon,45.5272,-122.9361,109128,1840019932
San Buenaventura,CA,California,34.2741,-119.2314,109106,1840037414
Jacksonville,NC,North Carolina,34.7288,-77.3941,108856,1840014653
Pottstown,PA,Pennsylvania,40.2507,-75.6444,108758,1840001373
Inglewood,CA,California,33.9566,-118.3444,108151,1840019237
League City,TX,Texas,29.4873,-95.1087,107536,1840020973
Eau Claire,WI,Wisconsin,44.8199,-91.4949,107404,1840002296
Turlock,CA,California,37.5053,-120.8588,107317,1840021533
Temple,TX,Texas,31.1076,-97.3894,107258,1840022154
Sioux City,IA,Iowa,42.4959,-96.3901,106455,1840000447
Salisbury,MD,Maryland,38.3756,-75.5867,106447,1840006219
Davie,FL,Florida,26.0789,-80.287,106306,1840017272
Daly City,CA,California,37.6862,-122.4685,106280,1840018926
Highlands Ranch,CO,Colorado,39.5419,-104.9708,105631,1840028579
Allen,TX,Texas,33.1088,-96.6735,105623,1840019396
West Covina,CA,California,34.0555,-117.9112,105101,1840021876
Sparks,NV,Nevada,39.5729,-119.7157,105006,1840021337
Wichita Falls,TX,Texas,33.9072,-98.5291,104683,1840021923
San Mateo,CA,California,37.5521,-122.3122,104430,1840021551
Columbia,MD,Maryland,39.2004,-76.859,103991,1840005803
Norwalk,CA,California,33.9069,-118.0829,103949,1840020501
Rialto,CA,California,34.1174,-117.3894,103526,1840020407
Manteca,CA,California,37.7927,-121.2264,103420,1840020265
Arden-Arcade,CA,California,38.6034,-121.381,102864,1840036690
El Cajon,CA,California,32.8017,-116.9605,102708,1840020618
Burbank,CA,California,34.1879,-118.3235,102511,1840019233
Longmont,CO,Colorado,40.1686,-105.1005,102474,1840020178
Renton,WA,Washington,47.4784,-122.1919,101751,1840019827
Vista,CA,California,33.1896,-117.2386,101638,1840021994
Logan,UT,Utah,41.74,-111.8419,101616,1840020108
Prescott Valley,AZ,Arizona,34.5983,-112.3176,101539,1840021772
Vacaville,CA,California,38.359,-121.968,101444,1840021498
Edinburg,TX,Texas,26.3197,-98.1596,101170,1840021020
Carmel,IN,Indiana,39.965,-86.146,101068,1840007260
Spokane Valley,WA,Washington,47.6626,-117.2346,101060,1840021094
San Angelo,TX,Texas,31.4424,-100.4506,101004,1840022146
La Crosse,WI,Wisconsin,43.824,-91.2268,100693,1840002577
Idaho Falls,ID,Idaho,43.4872,-112.0362,100442,1840018644
Holland,MI,Michigan,42.7677,-86.0985,100432,1840002996
Charlottesville,VA,Virginia,38.0375,-78.4855,100416,1840001678
Longview,TX,Texas,32.5193,-94.7621,100330,1840020746
Tracy,CA,California,37.7269,-121.4522,100049,1840021518
Boca Raton,FL,Florida,26.3752,-80.108,99805,1840014207
Lafayette,CO,Colorado,39.9949,-105.0997,99645,1840020180
Lee's Summit,MO,Missouri,38.9172,-94.3816,99357,1840032155
Rio Rancho,NM,New Mexico,35.2872,-106.6981,99178,1840020387
South Fulton,GA,Georgia,33.6269,-84.5802,99155,1840029465
Beaverton,OR,Oregon,45.4779,-122.8168,99037,1840018556
Lawrence,KS,Kansas,38.9597,-95.2641,98648,1840001632
Bismarck,ND,North Dakota,46.8144,-100.7694,98345,1840001926
Orem,UT,Utah,40.2983,-111.6992,97828,1840020171
Middletown,OH,Ohio,39.5032,-84.366,97730,1840003804
San Tan Valley,AZ,Arizona,33.1879,-111.5472,96692,1840027990
San Marcos,CA,California,33.135,-117.1744,96664,1840021991
Sandy,UT,Utah,40.571,-111.8505,96380,1840037422
Federal Way,WA,Washington,47.3091,-122.3358,96289,1840019826
Mandeville,LA,Louisiana,30.3751,-90.0904,95968,1840015909
Hesperia,CA,California,34.3975,-117.3147,95750,1840020404
Brockton,MA,Massachusetts,42.0821,-71.0242,95708,1840000467
Compton,CA,California,33.893,-118.2275,95605,1840019240
Riverview,FL,Florida,27.8227,-82.3023,95338,1840014158
Fishers,IN,Indiana,39.9589,-85.9661,95310,1840010496
Sunrise,FL,Florida,26.1547,-80.2997,95166,1840016000
Bowling Green,KY,Kentucky,36.9719,-86.4373,95135,1840013265
Roswell,GA,Georgia,34.0391,-84.3513,94763,1840014741
Menifee,CA,California,33.6909,-117.1849,94756,1840022903
Plantation,FL,Florida,26.126,-80.2617,94580,1840015142
Dover,NH,New Hampshire,43.1887,-70.8845,94563,1840002808
Quincy,MA,Massachusetts,42.2516,-71.0183,94470,1840000461
Portsmouth,VA,Virginia,36.8468,-76.354,94398,1840003872
Chino,CA,California,33.9836,-117.6654,94371,1840019114
Lynn,MA,Massachusetts,42.4779,-70.9663,94299,1840000409
Edmond,OK,Oklahoma,35.6689,-97.4159,94054,1840020423
Hanford,CA,California,36.3274,-119.6549,94028,1840020382
Dearborn,MI,Michigan,42.3127,-83.2129,93932,1840003969
Livonia,MI,Michigan,42.3972,-83.3733,93665,1840003985
South Gate,CA,California,33.9448,-118.1926,93444,1840021870
Vineland,NJ,New Jersey,39.4653,-74.9981,93239,1840001551
Florence,SC,South Carolina,34.1781,-79.7877,93131,1840013643
Portsmouth,NH,New Hampshire,43.058,-70.7826,93069,1840002932
Slidell,LA,Louisiana,30.2881,-89.7826,93040,1840015911
Lawton,OK,Oklahoma,34.6176,-98.4203,93025,1840020477
Kirkland,WA,Washington,47.6974,-122.2054,93010,1840019836
Missoula,MT,Montana,46.875,-114.0214,92895,1840019840
Auburn,AL,Alabama,32.6087,-85.4899,92777,1840013810
Rapid City,SD,South Dakota,44.0716,-103.2204,92664,1840002180
Terre Haute,IN,Indiana,39.4654,-87.3763,92490,1840009671
Suffolk,VA,Virginia,36.6953,-76.6398,92108,1840003873
Blacksburg,VA,Virginia,37.23,-80.4279,91888,1840006446
Mount Pleasant,SC,South Carolina,32.8538,-79.8204,91684,1840017286
Carson,CA,California,33.8374,-118.2559,91394,1840019214
Conroe,TX,Texas,30.3239,-95.4825,91079,1840019586
Alafaya,FL,Florida,28.5278,-81.1865,91068,1840029102
Livermore,CA,California,37.6862,-121.7608,90923,1840020294
Westminster,CA,California,33.7523,-117.9938,90643,1840021969
Germantown,MD,Maryland,39.1755,-77.2643,90582,1840005840
Santa Monica,CA,California,34.0232,-118.4813,90401,1840021866
New Braunfels,TX,Texas,29.6994,-98.1148,90209,1840021341
Fall River,MA,Massachusetts,41.7137,-71.1014,89541,1840000497
Albany,GA,Georgia,31.5776,-84.1762,89217,1840013864
Miami Beach,FL,Florida,25.8171,-80.1396,88885,1840015150
Norwalk,CT,Connecticut,41.1144,-73.4215,88816,1840004839
San Leandro,CA,California,37.7071,-122.1601,88815,1840021538
